job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,default_yes,housing_yes,loan_yes,contact_telephone,contact_unknown,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success,poutcome_unknown,age,balance,day,duration,campaign,pdays,previous,INDEX,TARGET
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.6666666666666666,-0.3309957924263674,0.4166666666666667,1.706140350877193,-0.5,0.0,0.0,4350,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4666666666666667,-0.3169705469845722,-0.8333333333333334,-0.3684210526315789,1.5,4.0,6.0,1424,0
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0666666666666666,6.9607293127629735,0.0833333333333333,1.4824561403508771,0.5,0.0,0.0,468,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.8,1.7405329593267882,0.1666666666666666,2.3771929824561404,1.0,0.0,0.0,1567,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.3333333333333333,-0.1051893408134642,0.0,0.087719298245614,-0.5,0.0,0.0,2780,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8666666666666667,-0.1739130434782608,-0.75,-0.2236842105263158,0.0,0.0,0.0,736,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4,-0.211781206171108,0.4166666666666667,-0.1491228070175438,0.0,0.0,0.0,4365,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.2,-0.3169705469845722,-0.5833333333333334,0.3157894736842105,0.0,0.0,0.0,1941,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.6666666666666666,1.711781206171108,-1.0833333333333333,0.2850877192982456,-0.5,0.0,0.0,3310,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.2666666666666666,7.333800841514726,-0.0833333333333333,-0.5219298245614035,0.0,0.0,0.0,4394,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0666666666666666,-0.3288920056100982,-0.4166666666666667,1.2675438596491229,-0.5,257.0,1.0,4433,1
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.2,-0.2924263674614306,-1.0833333333333333,1.0964912280701755,0.5,0.0,0.0,3547,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.7333333333333333,-0.1753155680224404,0.0833333333333333,-0.1622807017543859,-0.5,0.0,0.0,1079,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.8666666666666667,-0.291023842917251,-0.8333333333333334,0.0964912280701754,-0.5,364.0,2.0,4096,0
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5333333333333333,1.311360448807854,0.5,1.899122807017544,-0.5,0.0,0.0,3676,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.8666666666666667,0.0014025245441795,0.5833333333333334,-0.6885964912280702,8.0,0.0,0.0,1075,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.8,-0.2377279102384291,0.5,-0.6403508771929824,7.5,0.0,0.0,1976,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.1333333333333333,0.7370266479663394,0.1666666666666666,-0.087719298245614,0.5,102.0,1.0,1866,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.2666666666666666,-0.3359046283309957,1.25,-0.4736842105263157,5.5,0.0,0.0,4321,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5333333333333333,-0.0995792426367461,-0.1666666666666666,-0.25,2.0,0.0,0.0,2458,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.4666666666666667,-0.3366058906030855,-1.0,0.9429824561403508,-0.5,0.0,0.0,3638,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.0666666666666666,10.223001402524543,-0.25,-0.0789473684210526,-0.5,175.0,7.0,874,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.0666666666666666,-0.2286115007012622,0.4166666666666667,-0.0921052631578947,0.0,0.0,0.0,1182,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.5333333333333333,4.064516129032258,-0.5833333333333334,-0.1359649122807017,0.0,0.0,0.0,72,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6,1.8316970546984568,-0.0833333333333333,-0.1140350877192982,0.0,0.0,0.0,55,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.8666666666666667,0.2833099579242636,1.1666666666666667,-0.3947368421052631,1.5,0.0,0.0,1336,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6,-0.1164095371669004,1.1666666666666667,-0.0833333333333333,0.0,0.0,0.0,2081,0
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8666666666666667,0.1437587657784011,-0.75,0.9342105263157896,0.0,461.0,2.0,83,1
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2666666666666666,-0.97054698457223,0.0,1.6754385964912282,-0.5,0.0,0.0,845,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9333333333333332,1.4929873772791025,-0.0833333333333333,-0.3771929824561403,-0.5,0.0,0.0,3937,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0666666666666669,2.024544179523142,-1.1666666666666667,-0.5350877192982456,-0.5,0.0,0.0,690,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.2,-1.23562412342216,1.0,-0.1008771929824561,-0.5,0.0,0.0,1972,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,-0.2482468443197756,-0.0833333333333333,-0.5526315789473685,0.5,368.0,1.0,3487,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.6666666666666666,15.230715287517532,0.1666666666666666,-0.618421052631579,-0.5,356.0,3.0,3231,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8,0.0077138849929873,-0.25,0.1228070175438596,1.5,0.0,0.0,4405,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.2666666666666666,-0.2720897615708275,-0.8333333333333334,0.1973684210526315,0.0,0.0,0.0,3068,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0666666666666666,-0.2748948106591865,0.0,-0.0570175438596491,2.0,0.0,0.0,907,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.2,-0.2068723702664796,-0.75,2.039473684210526,-0.5,0.0,0.0,3945,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.8666666666666667,0.6276297335203366,0.1666666666666666,0.4166666666666667,2.0,93.0,5.0,3658,1
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.9333333333333332,0.0371669004207573,0.0833333333333333,0.881578947368421,0.0,0.0,0.0,115,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8,0.1809256661991584,-0.8333333333333334,2.0526315789473686,-0.5,335.0,2.0,1342,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.2666666666666666,-0.3169705469845722,1.0833333333333333,1.5350877192982455,0.0,0.0,0.0,3941,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6,-0.017531556802244,-0.1666666666666666,0.0701754385964912,-0.5,0.0,0.0,3445,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4,-0.1430575035063113,0.0,0.1184210526315789,0.0,0.0,0.0,3618,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.2,0.5105189340813464,-0.1666666666666666,0.0263157894736842,0.0,0.0,0.0,3557,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.2,1.7727910238429172,0.3333333333333333,-0.3684210526315789,0.5,0.0,0.0,170,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4,-0.3008415147265077,0.3333333333333333,0.1359649122807017,0.5,0.0,0.0,3003,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.2,6.007713884992987,-0.4166666666666667,3.3640350877192984,0.5,0.0,0.0,1407,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9333333333333332,-0.2384291725105189,-0.4166666666666667,0.2675438596491228,0.5,0.0,0.0,2787,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.8,-0.2258064516129032,-0.75,0.3508771929824561,0.5,0.0,0.0,1187,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.5333333333333333,-0.1858345021037868,0.0833333333333333,-0.4342105263157895,-0.5,0.0,0.0,3050,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.6666666666666666,0.2230014025245441,0.0833333333333333,0.6842105263157895,-0.5,0.0,0.0,3687,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8666666666666667,0.2622720897615708,-0.0833333333333333,1.2412280701754386,0.0,0.0,0.0,490,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2,-0.1612903225806451,-0.8333333333333334,0.5789473684210527,-0.5,170.0,2.0,942,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.2666666666666666,-0.185133239831697,0.8333333333333334,0.4429824561403508,0.0,0.0,0.0,1123,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1333333333333333,1.2187938288920055,1.1666666666666667,-0.4166666666666667,0.0,233.0,1.0,1713,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7333333333333333,0.5525946704067322,-0.3333333333333333,1.2675438596491229,0.0,0.0,0.0,2639,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5333333333333333,0.5799438990182328,-0.8333333333333334,1.2894736842105263,0.0,0.0,0.0,4271,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.9333333333333332,-0.1626928471248246,0.8333333333333334,-0.5131578947368421,-0.5,0.0,0.0,4173,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4,2.280504908835905,-0.8333333333333334,1.149122807017544,0.0,0.0,0.0,620,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.7333333333333333,-0.2384291725105189,-1.0,-0.5043859649122807,1.5,86.0,5.0,3530,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7333333333333333,-0.1900420757363254,0.0833333333333333,1.8157894736842104,0.0,0.0,0.0,4455,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6666666666666666,1.0182328190743335,0.0833333333333333,-0.2368421052631578,0.0,0.0,0.0,3024,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.9333333333333332,4.79523141654979,1.1666666666666667,-0.1403508771929824,-0.5,0.0,0.0,378,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.2666666666666666,0.2138849929873773,-0.5833333333333334,0.5701754385964912,1.0,0.0,0.0,888,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.4403927068723702,-0.25,3.3596491228070176,0.5,371.0,4.0,4504,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.3333333333333333,2.161290322580645,0.4166666666666667,0.1359649122807017,1.0,0.0,0.0,4471,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.2,-0.2335203366058906,0.5833333333333334,-0.2543859649122807,3.0,0.0,0.0,607,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.2666666666666666,1.5925666199158486,-0.6666666666666666,0.3947368421052631,1.0,0.0,0.0,3276,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.2666666666666666,-0.4985974754558204,1.0833333333333333,0.8596491228070176,-0.5,248.0,2.0,1970,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.7333333333333333,-0.1949509116409537,1.0,-0.0043859649122807,-0.5,0.0,0.0,680,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.3333333333333333,5.509817671809257,0.25,-0.5921052631578947,-0.5,0.0,0.0,2737,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.1333333333333333,-0.270687237026648,0.1666666666666666,4.293859649122807,0.0,0.0,0.0,1991,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.1333333333333333,3.047685834502104,0.3333333333333333,-0.1271929824561403,0.0,0.0,0.0,839,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2,-0.3148667601683029,-1.0,-0.1885964912280701,0.0,0.0,0.0,2135,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.2,0.2496493688639551,-0.1666666666666666,1.0175438596491229,0.5,0.0,0.0,1808,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6,0.3828892005610098,1.0833333333333333,-0.2807017543859649,0.5,0.0,0.0,1144,0
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6666666666666666,0.4642356241234222,0.0833333333333333,0.4298245614035088,-0.5,0.0,0.0,2755,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.6,-0.9971949509116408,0.4166666666666667,0.0394736842105263,0.0,0.0,0.0,3564,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.7333333333333333,-0.3148667601683029,0.1666666666666666,-0.6359649122807017,3.0,350.0,6.0,776,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3333333333333333,0.1907433380084151,0.0833333333333333,-0.1228070175438596,0.0,173.0,1.0,3998,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5333333333333333,-0.3169705469845722,0.9166666666666666,1.4166666666666667,-0.5,0.0,0.0,3789,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.4,0.9333800841514728,0.3333333333333333,-0.7631578947368421,4.5,0.0,0.0,320,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.2666666666666666,-0.2699859747545582,-0.9166666666666666,0.0307017543859649,0.0,0.0,0.0,574,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.2,-0.6136044880785414,-0.25,-0.3464912280701754,-0.5,0.0,0.0,1456,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0666666666666669,-0.3169705469845722,-0.1666666666666666,-0.1140350877192982,0.0,0.0,0.0,3609,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2666666666666666,-0.3169705469845722,0.0,4.337719298245614,-0.5,346.0,4.0,1411,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.3333333333333333,6.468443197755961,0.9166666666666666,0.2149122807017544,0.0,0.0,0.0,382,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.4,-0.2194950911640953,0.1666666666666666,2.399122807017544,0.0,292.0,5.0,2220,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.0266479663394109,1.0,0.0964912280701754,3.0,99.0,1.0,1212,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.2,0.0245441795231416,-0.4166666666666667,0.3640350877192982,0.5,0.0,0.0,1114,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5333333333333333,-0.4943899018232819,-0.3333333333333333,0.1535087719298245,1.0,0.0,0.0,214,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.6,0.1304347826086956,-0.1666666666666666,0.7587719298245614,2.0,0.0,0.0,4156,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.3333333333333333,0.3779803646563814,-0.8333333333333334,-0.4210526315789473,-0.5,345.0,1.0,1871,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.5333333333333333,0.2889200561009817,-0.8333333333333334,-0.3728070175438596,-0.5,0.0,0.0,2142,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.2,2.6844319775596075,0.25,0.1842105263157894,2.0,0.0,0.0,3474,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.0666666666666666,0.9817671809256662,-0.0833333333333333,0.4956140350877193,0.0,0.0,0.0,1035,0
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.8,-0.2791023842917251,0.1666666666666666,-0.3859649122807017,-0.5,371.0,1.0,1240,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.5333333333333333,0.1178120617110799,1.1666666666666667,-0.3947368421052631,-0.5,0.0,0.0,1479,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7333333333333333,-0.1444600280504908,0.0833333333333333,0.3728070175438596,-0.5,124.0,2.0,3951,0
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.3333333333333333,-0.2875175315568022,0.4166666666666667,-0.6359649122807017,-0.5,0.0,0.0,32,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.2666666666666666,4.178821879382889,1.1666666666666667,-0.1798245614035087,-0.5,267.0,2.0,967,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.4,-0.0294530154277699,1.1666666666666667,3.0964912280701755,1.0,0.0,0.0,1007,1
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4,0.7187938288920056,-0.6666666666666666,0.7456140350877193,-0.5,0.0,0.0,1790,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6666666666666667,0.2762973352033661,-0.4166666666666667,2.131578947368421,-0.5,182.0,3.0,3304,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0.2026647966339411,0.0,0.1842105263157894,-0.5,0.0,0.0,1258,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,-0.3106591865357643,0.9166666666666666,0.4692982456140351,2.5,0.0,0.0,2920,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.6666666666666666,2.089761570827489,0.0833333333333333,-0.2017543859649122,0.0,0.0,0.0,1558,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8666666666666667,-0.3092566619915848,-0.25,1.030701754385965,-0.5,0.0,0.0,3037,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.9333333333333332,1.288218793828892,0.0833333333333333,-0.0087719298245614,-0.5,0.0,0.0,2612,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.2666666666666666,-0.111500701262272,1.1666666666666667,1.4736842105263157,0.0,0.0,0.0,87,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.8688639551192145,0.3333333333333333,0.0043859649122807,-0.5,0.0,0.0,224,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0666666666666666,-0.3022440392706872,0.8333333333333334,1.969298245614035,0.0,0.0,0.0,3949,0
